            Variable                     Coef                 Gradient                     s.e.
BDmonth_**             4.9999782756572481E-01   3.3024082984085936E+01   2.1027180320896548E+00
BDmonth_**             4.9973345894026888E-01   3.3017947187012318E+01   8.9413793402992506E-02
BDmonth_**             1.2452785933450911E-01   3.3027622068986382E+01   1.2099258761225870E-01
BDmonth_**             4.9986464273845382E-01   3.3018529700338554E+01   1.6302427192558810E-01
BDmonth_**             6.2014948805861801E-02   3.3035698496309259E+01   3.6816783445498692E-02
BDmonth_**             4.9999358140141281E-01   3.3024000068786776E+01   5.0580051538723325E-01
BDmonth_**             4.9998252806330928E-01   3.3024086680718106E+01   8.8994993617496476E-01
BDmonth_**             2.4977288790920760E-01   3.3023883270207406E+01   1.6402064993053442E-01
BDmonth_**             6.2358694088535602E-02   3.3016480984737115E+01   6.1596942904457656E-02
BDmonth_**             3.1096374400748000E-02   3.3025171751587415E+01   8.1442156549925829E-02
BDmonth_**             1.5376766890286900E-02   3.3019265790763242E+01   7.5230583413903276E-02
BDmonth_**             1.0000000000000000E+00   3.3023529958803003E+01   2.4422847582310522E-01
BDmonth_**             4.9997188790840108E-01   3.3022062197016567E+01   1.9327685340645051E-01
BDmonth_**             4.9999867131577641E-01   3.3024306285045519E+01   1.4510647606950580E+00
BDmonth_**             4.9989766484246861E-01   3.3025586736756154E+01   1.0187095855392857E-01
BDmonth_**             1.2489971326487680E-01   3.3017650273186128E+01   5.5534721257646490E-02
BDmonth_**            -3.0682059534309319E-01   3.3036109556419234E+01   4.6122837960225961E-02
BDmonth_**             1.0000000000000000E+00   3.3015672630971821E+01   4.0640231312876154E-02
BDmonth_**             4.9990348683427549E-01   3.3020782149202695E+01   1.4495328862082793E-01
BDmonth_**             2.4969496750492071E-01   3.3020725311922831E+01   2.4459484719527799E-01
BDmonth_**             6.8393076303996006E-02   3.2994963672973334E+01   1.8100293134181600E-02
BDmonth_**             1.2467801784288331E-01   3.3016412130884582E+01   3.7808110452847786E-02
BDmonth_**             1.2471904136465710E-01   3.3015149428624369E+01   3.3859961870815809E-02
BDmonth_**             1.2473946408837019E-01   3.3023198566926531E+01   8.9196839620680993E-02
BDmonth_**             1.2482029832768940E-01   3.3023226018582768E+01   1.9265516832734025E-01
BDmonth_**             2.4985130483899171E-01   3.3024537683560780E+01   1.0562800651089804E-01
BDmonth_**             2.4983200705320729E-01   3.3024231986100482E+01   2.5274183414467449E-01
BDmonth_**             4.9999725127888178E-01   3.3023832760087501E+01   1.8713742223501328E+00
BDmonth_**             2.4986662666597631E-01   3.3025042024348515E+01   1.4515372207757085E-01
BDmonth_**             4.9991793125224909E-01   3.3025023199716358E+01   1.5758448155806429E-01
BDmonth_**             4.9982295368433988E-01   3.3022035230170587E+01   1.2560662657591068E-01
BDmonth_**             4.9943522073379482E-01   3.3024850703776153E+01   5.6015666770096229E-02
BDmonth_**             4.9998993492890692E-01   3.3022929484310325E+01   3.9475644515150698E-01
BDmonth_**             4.9999101412377078E-01   3.3023484133280462E+01   5.8667588273870230E-01
BDmonth_**             1.2480366395922141E-01   3.3023747099139598E+01   6.2072811121558302E-01
BDmonth_**             6.2091322493470297E-02   3.3029377141337640E+01   5.8457646904939681E-02
BDmonth_**             1.0000000000000000E+00   3.3023958035655184E+01   9.7201753994317505E-02
BDmonth_**             4.9985721245371839E-01   3.3014748767958210E+01   7.7507546003316122E-02
BDmonth_**             1.0000000000000000E+00   3.3024292970707094E+01   2.6406439342053389E-01
BDmonth_**             4.9997023064586249E-01   3.3023258423309358E+01   2.5393004511243106E-01
BDmonth_**             4.9998367948399353E-01   3.3034044460354956E+01   1.4801501414996507E+00
BDmonth_**             1.2481160236784780E-01   3.3026099920160156E+01   9.4614752441106245E-02
BDmonth_**             6.2366316988342697E-02   3.3024349559829560E+01   5.1138569077913254E-02
BDmonth_**             2.0074037031117350E-01   3.3000910256917308E+01   3.3821375246144772E-02
BDmonth_**             2.4954543142527821E-01   3.3020318281556236E+01   6.1833690159664022E-02
BDmonth_**             1.2479831087540739E-01   3.3019767489951050E+01   1.0656566267807591E-01
BDmonth_**             4.9993954052168688E-01   3.3023086071591308E+01   2.7937289921510394E-01
BDmonth_**             6.1922746399119301E-02   3.3003273279522148E+01   2.0999752663516794E-02
BDmonth_**             6.1967951503250102E-02   3.3015958450112130E+01   3.2573159068552862E-02
BDmonth_**             7.6215423595089003E-03   3.3037317176596552E+01   2.9047153678992771E-02
BDmonth_**             4.9997963261726458E-01   3.3023884714815303E+01   2.1483683983346424E-01
BDmonth_**             1.8698098724972000E-03   3.3023983340366094E+01   8.2656745981791346E-02
BDmonth_**             2.4987923680741550E-01   3.3026603794710105E+01   1.1301199518217545E-01
BDmonth_**             1.2487930364616560E-01   3.3025468818216623E+01   1.7954982601062194E-01
BDmonth_**             1.0000000000000000E+00   3.3024181895189479E+01   9.4180995138835244E-01
BDmonth_**             4.9991661814075677E-01   3.3021999746949000E+01   8.9985030085943843E-02
BDmonth_**             3.1053970513952402E-02   3.3023800706046238E+01   1.2927618346271100E-01
BDmonth_**             4.9990427425453282E-01   3.3023140817380664E+01   2.7558274924723403E-01
BDmonth_**             1.2459788280689700E-01   3.3016069786771780E+01   4.2709194575550016E-02
BDmonth_**             4.9998880286174158E-01   3.3024493946263007E+01   3.0069963827786322E-01
BDmonth_**             1.2494246698024219E-01   3.3022769548273814E+01   6.7858121188855014E-01
BDmonth_**             4.9995289343786231E-01   3.3022742995260522E+01   2.0174188035213395E-01
BDmonth_**             6.2365630235329400E-02   3.3029453584495869E+01   4.7955500533263078E-02
BDmonth_**             6.2250830718903402E-02   3.3023609994102692E+01   8.4146488849589543E-02
BDmonth_**             6.2415153380149302E-02   3.3026487104169590E+01   8.2404831936424630E-02
BDmonth_**             4.9999339551103011E-01   3.3024158935955640E+01   2.5125954290481528E-01
BDmonth_**             4.9998880669973972E-01   3.3023500292146117E+01   4.7307661561657338E-01
BDmonth_**             2.4997662585110569E-01   3.3026796156037499E+01   1.4648335088047144E+00
 BD_CDiag01            1.6097676953638901E-01   3.3051161903210684E+01   8.9434965979747483E-03
 BD_CDiag02            1.1710080427575644E+00   3.2902870486071905E+01   1.1623674294636665E-02
 BD_CDiag03            1.6854415753801569E-01   3.2936209174023645E+01   5.1125702889593420E-03
 BD_CDiag04            3.3515540742518107E-01  -3.4563253033880301E+01   6.1087847865466255E-03
 BD_CDiag05            1.1592350276217096E-04   3.2958533467521946E+01   1.4309903532996512E-02
 BD_CDiag06            7.4462844262295969E-01   3.3006284735436630E+01   5.6561382341207840E-02
 BD_CDiag07            1.4245942399748013E-01  -8.5701031131644328E+01   1.0223034410223742E-06
 BD_CDiag08            8.7433779637970915E-02   3.3023455573287229E+01   5.3720986316382040E-03
 BD_CDiag09            2.4998260713997539E-01  -3.2384749755189084E+01   4.6870222538123981E-03
 BD_CDiag10            8.4687723974287421E-01   3.3019055283987868E+01   1.9683606462156753E-02
 BD_CDiag11            8.5142187614356368E-01   3.2998200095660657E+01   1.3862870361509488E-02
 BD_CDiag12            4.1751518198542081E-01   3.2969404756275878E+01   1.5485313609562125E-02
 BD_CDiag13            8.9858691404856050E-01   3.3031065991713625E+01   6.6618171202265819E-02
 BD_CDiag14            1.1592350276222705E-04   3.3023412722660950E+01   3.2037199245992803E-01
 BD_CDiag15            5.5357349830073721E-01   3.2989965119822081E+01   1.7363585686182733E-02
 BD_CDiag16            1.1656510750281363E-01   3.3070426006130624E+01   1.0881102402268790E-02
 BD_CDiag17            2.0304044343499794E-01   3.2917827887009075E+01   1.0812060686874929E-02
 BD_CDiag18            3.1516279048579560E-01   3.2970971511994222E+01   8.2499742917561455E-03
 BD_CDiag19            1.2000000000000000E+00   3.3023087258334897E+01   1.4770974578349211E-01
 BD_CDiag20            2.5879013207357882E-01   3.3025767562315821E+01   1.7429602318432558E-01
 BD_CDiag21            5.4171660410010292E-01   3.2963570544249436E+01   1.3244089315386277E-02
 BD_CDiag22            5.7242680436530399E-02   3.2924922137981106E+01   6.2311928617887185E-03
 BD_CDiag23            1.1813773480558265E-01   3.5327895366075637E+01   1.7992144166465392E-02
 BD_CDiag24            5.3848057054980936E-01   3.2973392789958119E+01   9.8606883804731871E-03
 BD_CDiag25            1.2000000000000000E+00   3.3026776063303259E+01   1.5854156122781321E-01
 BD_CDiag26            7.4641606511599323E-01   3.3037534125939843E+01   1.6008438311897299E-02
 BD_CDiag27            9.9061413336130999E-01   3.3044459409846660E+01   8.4589528925108126E-02
BD_COffDi01            2.5041057347048348E+00   3.3060825350888607E+01   2.5518878622876329E-03
BD_COffDi02            2.8260323838027768E+00   3.3019904059980199E+01   3.2035919438695645E-02
BD_COffDi03            2.8253816462318877E+00  -3.4570907683994001E+01   1.3841831070200631E-02
BD_COffDi04            5.6882571344698418E-01   3.3023980684964855E+01   1.4794286023925578E+00
BD_COffDi05            1.6850386567246172E+00   3.3028921890267817E+01   6.6062315006096092E-02
BD_COffDi06            2.8257926125063997E+00   3.5294265195459396E+01   2.3362788180386132E-02
BD_COffDi07            2.5065926514887642E+00   3.3015954054587674E+01   5.0090282120865512E-02
BD_COffDi08            2.0268631230946297E+00   3.3056521701623190E+01   1.0222554708551448E-02
BD_COffDi09            1.9121824482920433E+00  -3.4466825511219838E+01   2.3371389354462518E-02
BD_COffDi10            2.2895941612186812E+00   3.3032324801721501E+01   8.3818192474601240E-03
BD_COffDi11            4.8364306032412474E-01   3.3007414175825495E+01   6.0335203951182623E-02
BD_COffDi12            1.6979486559816563E+00   3.3051693984405887E+01   6.8617596727266000E-02
BD_COffDi13            4.8629582091324414E-01   3.3024071822233694E+01                      NaN
BD_COffDi14            2.6115140549877869E+00   3.3003030142253856E+01   2.1248637924733565E-02
BD_COffDi15            1.1685071361723274E+00   3.3031736185204331E+01   1.2071593984775109E-01
BD_COffDi16            2.6955100791625548E+00   3.3020032860602036E+01   3.6329107559623076E-02
BD_COffDi17            2.8260267300097111E+00   3.3050599965883869E+01   2.1171934219600227E-02
BD_COffDi18            1.9561364977542153E+00   3.3028314606949365E+01   7.7805538153870618E-02
BD_COffDi19            2.5080917598804446E+00   3.3026143686330663E+01   5.5116405451578965E-01
BD_COffDi20            5.2578549498189930E-01   3.3013188433093411E+01   5.8783224263468291E-02
BD_COffDi21            4.9307345608807024E-01   3.3021483083652583E+01   1.7535808681509704E-01
BD_COffDi22            4.8580524771668054E-01   3.5313301416075674E+01   1.0944327498499250E-01
BD_COffDi23            2.1339028212140660E+00   3.5362203204940066E+01   1.2786693765642416E-02
BD_COffDi24            1.9715325463394302E+00   3.3020883632393918E+01   4.3126535267287658E-02
BD_COffDi25            4.9305641412668605E-01   3.3027995439050542E+01   5.9140291027544672E-02
BD_COffDi26            2.5441142748306698E+00   3.3066166323252780E+01   9.7509656497395972E-02
  Likelihood -4.440    
        nobs      15000
   No. Parms        740
         BIC  7107.    
  Max. Grad.  85.70    
   Min. Eig. 0.1551E-01
