           Var. Name                       x0                        x                 Gradient
        BD_CDiag(24)       0.752878865995D+00       0.752878865995D+00       0.286652851304D-01
        BD_CDiag(25)       0.924497422181D+00       0.924497422181D+00      -0.545704184568D-01
        BD_CDiag(26)       0.500158086374D+00       0.500158086374D+00      -0.161991120838D-01
        BD_CDiag(27)       0.154837494300D+00       0.154837494300D+00       0.417006269566D-01
     BD_COffDiag(01)       0.244269717850D+01       0.244269717850D+01      -0.620869153890D-01
     BD_COffDiag(02)       0.565289023722D+00       0.565289023722D+00       0.349410111999D-01
     BD_COffDiag(03)       0.282139990421D+01       0.282139990421D+01      -0.533141503037D-01
     BD_COffDiag(04)       0.175956852250D+01       0.175956852250D+01       0.429357190279D-01
     BD_COffDiag(05)       0.105812854585D+01       0.105812854585D+01       0.857945647630D-02
     BD_COffDiag(06)       0.268325255452D+01       0.268325255452D+01      -0.617498342474D-01
     BD_COffDiag(07)       0.143836521673D+01       0.143836521673D+01       0.112697151321D+00
     BD_COffDiag(08)       0.191211056972D+01       0.191211056972D+01      -0.178075624391D+00
     BD_COffDiag(09)       0.107880021906D+01       0.107880021906D+01       0.927129007219D-02
     BD_COffDiag(10)       0.208875424120D+01       0.208875424120D+01      -0.366708166245D-01
     BD_COffDiag(11)       0.133882452683D+01       0.133882452683D+01       0.197164027549D+00
     BD_COffDiag(12)       0.276497553781D+01       0.276497553781D+01       0.314754304601D-02
     BD_COffDiag(13)       0.131002936841D+01       0.131002936841D+01       0.346213992010D-02
     BD_COffDiag(14)       0.279678096404D+01       0.279678096404D+01       0.321306200427D-02
     BD_COffDiag(15)       0.134499199083D+01       0.134499199083D+01       0.561575147983D-01
     BD_COffDiag(16)       0.266918641819D+01       0.266918641819D+01      -0.516143553238D-01
     BD_COffDiag(17)       0.262484238415D+01       0.262484238415D+01      -0.683681553537D-02
     BD_COffDiag(18)       0.282480769406D+01       0.282480769406D+01       0.505819507637D-02
     BD_COffDiag(19)       0.208413110543D+01       0.208413110543D+01      -0.332520375602D-01
     BD_COffDiag(20)       0.153970061914D+01       0.153970061914D+01       0.270220458085D-01
     BD_COffDiag(21)       0.138697077622D+01       0.138697077622D+01      -0.131330433384D+00
     BD_COffDiag(22)       0.135012117920D+01       0.135012117920D+01       0.227538790571D-01
     BD_COffDiag(23)       0.181527056852D+01       0.181527056852D+01       0.265746190289D-01
     BD_COffDiag(24)       0.212123277243D+01       0.212123277243D+01      -0.454150944047D-02
     BD_COffDiag(25)       0.238536479206D+01       0.238536479206D+01       0.348423042300D-01
     BD_COffDiag(26)       0.159207936042D+01       0.159207936042D+01      -0.391037619219D-02
        BC_CDiag(01)       0.750673117186D+00       0.750673117186D+00       0.271247393650D-03
        BC_CDiag(02)       0.912857701423D+00       0.912857701423D+00      -0.131952296665D+00
        BC_CDiag(03)       0.100000000000D+01       0.100000000000D+01       0.536203425530D+00
        BC_CDiag(04)       0.992916848507D+00       0.992916848507D+00       0.524503306955D-01
        BC_CDiag(05)       0.498285940918D+00       0.498285940918D+00      -0.111993855443D+00
        BC_CDiag(06)       0.982045551269D+00       0.982045551269D+00      -0.122561220815D-01
        BC_CDiag(07)       0.992643182783D+00       0.992643182783D+00       0.762426114829D-02
        BC_CDiag(08)       0.167366191137D-01       0.167366191137D-01      -0.446027620022D-02
        BC_CDiag(09)       0.875392114300D+00       0.875392114300D+00      -0.113542546067D-02
        BC_CDiag(10)       0.815905886916D+00       0.815905886916D+00      -0.360875512486D-02
        BC_CDiag(11)       0.999071114911D+00       0.999071114911D+00      -0.169736720857D-02
        BC_CDiag(12)       0.119150721225D-02       0.119150721225D-02      -0.606849490446D-07
        BC_CDiag(13)       0.576799636291D+00       0.576799636291D+00       0.648393727977D+00
        BC_CDiag(14)       0.369417364646D-01       0.369417364646D-01       0.922269398342D-01
        BC_CDiag(15)       0.547269871198D+00       0.547269871198D+00      -0.593424532472D-01
        BC_CDiag(16)       0.444469433395D+00       0.444469433395D+00       0.155614732415D+00
